Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
924911,SERVICIOS DE EXPLOTACIÓN DE SALAS DE BINGOS,920002,Servicios de explotación de salas de bingo.
924912,COMERCIALIZACION DE BILLETES DE LOTERIA Y JUEGOS DE AZAR AUTORIZADOS,920001,"Servicios de recepción de apuestas de quiniela, lotería y similares"
924913,SERVICIOS DE EXPLOTACIÓN DE MÁQUINAS TRAGAMONEDAS,920003,Servicios de explotación de máquinas tragamonedas.
924919,OTROS SERVICIOS DE ESPARCIMIENTO RELACIONADOS CON JUEGOS DE AZAR Y APUESTAS NCP,920009,Servicios relacionados con juegos de azar y apuestas n.c.p.
924920,SERVICIOS DE SALONES DE JUEGOS,939020,Servicios de salones de juegos
924930,SERVICIOS DE INSTALACIONES EN BALNEARIOS,939092,Servicios de instalaciones en balnearios
924991,CALESITAS,939091,Calesitas
924999,OTROS SERVICIOS DE ENTRETENIMIENTO N.C.P.,910900,Servicios culturales n.c.p.
924999,OTROS SERVICIOS DE ENTRETENIMIENTO N.C.P.,939099,Servicios de entretenimiento n.c.p.
930101,"LAVADO Y LIMPIEZA DE ARTÍCULOS DE TELA, CUERO Y/O DE PIEL, INCLUSO LA LIMPIEZA ENSECO EN TINTORERIAS Y LAVANDERIAS",960101,Servicios de limpieza de prendas prestado por tintorerías rápidas
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
930109,"LAVADO Y LIMPIEZA DE ARTÍCULOS DE TELA, CUERO Y/O DE PIEL, INCLUSO LA LIMPIEZA ENSECO EN OTROS ESTABLECIMIENTOS DE LIMPIEZA N.C.P.",960102,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco"
930201,SERVICIOS DE PELUQUERÍA,960201,Servicios de peluquería
930202,SERVICIOS DE TRATAMIENTOS DE BELLEZA,960202,"Servicios de tratamiento de belleza, excepto los de peluquería"
930203,"SERVICIOS DE PELUQUERIAS Y TRATAMIENTOS DE BELLEZA ATENDIDAS EN FORMAUNIPERSONAL",960201,Servicios de peluquería
930203,"SERVICIOS DE PELUQUERIAS Y TRATAMIENTOS DE BELLEZA ATENDIDAS EN FORMAUNIPERSONAL",960202,"Servicios de tratamiento de belleza, excepto los de peluquería"
930300,POMPAS FUNEBRES Y SERVICIOS CONEXOS,960300,Pompas fúnebres y servicios conexos
930910,SERVICIOS PARA EL MANTENIMIENTO FÍSICO-CORPORAL,960910,"Servicios de centros de estética, spa y similares"
749909,SERVICIOS EMPRESARIALES N.C.P.,822001,Servicios de call center por gestión de venta de bienes y/o prestación de servicios
749909,SERVICIOS EMPRESARIALES N.C.P.,822009,Servicios de call center n.c.p.
930990,SERVICIOS N.C.P.,960990,Servicios personales n.c.p.
950000,Servicios de hogares privados que contratan servicio doméstico,970000,Servicios de hogares privados que contratan servicio doméstico
990000,Servicios de organizaciones y órganos extraterritoriales,990000,Servicios de organizaciones y órganos extraterritoriales
